,ID,NL,MR,MONOTONIC,ALIGNMENT
23,23,wie hoch sind hoechsten erhebungen aller staaten,answer(elevation_1(highest(place(loc_2(state(all)))))),1,"('wie', 'answer'), ('hoch', 'elevation_1'), ('sind', 'ε'), ('hoechsten', 'highest'), ('erhebungen', 'place'), ('aller', 'loc_2'), ('staaten', 'state(all)')"
24,24,wie hoch liegt place_name,answer(elevation_1(placeid(place_name))),1,"('wie', 'answer'), ('hoch', 'elevation_1'), ('liegt', 'ε'), ('city_name', 'placeid(place_name)'), ('state_name', 'ε')"
25,25,wie hoch ist place_name,answer(elevation_1(placeid(place_name))),1,"('wie', 'answer'), ('hoch', 'elevation_1'), ('ist', 'ε'), ('city_name', 'placeid(place_name)'), ('state_name', 'ε')"
26,26,wie hoch liegt der hoechste punkt in amerika,answer(elevation_1(highest(place(loc_2(countryid(usa)))))),1,"('wie', 'answer'), ('hoch', 'elevation_1'), ('liegt', 'ε'), ('der', 'ε'), ('hoechste', 'highest'), ('punkt', 'place'), ('in', 'loc_2'), ('amerika', 'countryid(usa)')"
27,27,wie hoch ist der hoechste punkt in state_name,answer(elevation_1(highest(place(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('hoch', 'elevation_1'), ('ist', 'ε'), ('der', 'ε'), ('hoechste', 'highest'), ('punkt', 'place'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
28,28,wie hoch liegt der hoechste punkt des groessten staates,answer(elevation_1(highest(place(loc_2(largest(state(all))))))),1,"('wie', 'answer'), ('hoch', 'elevation_1'), ('liegt', 'ε'), ('der', 'ε'), ('hoechste', 'highest'), ('punkt', 'place'), ('loc_2', 'loc_2'), ('staates', 'state(all)')"
29,29,wie hoch liegt der hoechste punkt in state_name,answer(elevation_1(highest(place(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('hoch', 'elevation_1'), ('liegt', 'ε'), ('der', 'ε'), ('hoechste', 'highest'), ('punkt', 'place'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
30,30,wie hoch liegt der hoechste punkt von state_name,answer(elevation_1(highest(place(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('hoch', 'elevation_1'), ('liegt', 'ε'), ('der', 'ε'), ('hoechste', 'highest'), ('punkt', 'place'), ('von', 'loc_2'), ('state_name', 'stateid(state_name)')"
31,31,wie hoch liegt der hoechste punkt state_name,answer(elevation_1(highest(place(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('hoch', 'elevation_1'), ('liegt', 'ε'), ('der', 'ε'), ('hoechste', 'highest'), ('punkt', 'place'), ('ε', 'loc_2'), ('state_name', 'stateid(state_name)')"
32,32,wie hoch liegt der hoechste punkt von state_name,answer(elevation_1(highest(place(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('hoch', 'elevation_1'), ('liegt', 'ε'), ('der', 'ε'), ('hoechste', 'highest'), ('punkt', 'place'), ('von', 'loc_2'), ('state_name', 'stateid(state_name)')"
33,33,wie gross ist state_name,answer(size(stateid(state_name))),1,"('wie', 'answer'), ('gross', 'size'), ('ist', 'ε'), ('state_name', 'stateid(state_name)')"
34,34,wie gross ist state_name,answer(size(stateid(state_name))),1,"('wie', 'answer'), ('gross', 'size'), ('ist', 'ε'), ('state_name', 'stateid(state_name)')"
35,35,wie gross ist die groesste stadt in state_name,answer(size(largest(city(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('gross', 'size'), ('ist', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
36,36,wie lange ist river_name,answer(len(riverid(river_name))),1,"('wie', 'answer'), ('lange', 'len'), ('ist', 'ε'), ('city_name', 'riverid(river_name)'), ('state_name', 'ε')"
37,37,wie lang ist der river_name fluss,answer(len(riverid(river_name))),1,"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('river_name', 'riverid(river_name)'), ('fluss', 'ε')"
38,38,wie lang ist der river_name fluss,answer(len(riverid(river_name))),1,"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('river_name', 'riverid(river_name)'), ('fluss', 'ε')"
39,39,wie lang ist der laengste fluss state_name,answer(len(longest(river(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('ε', 'loc_2'), ('state_name', 'stateid(state_name)')"
40,40,wie lange ist der laengste fluss der usa,answer(len(longest(river(loc_2(countryid(usa)))))),1,"('wie', 'answer'), ('lange', 'len'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('der', 'loc_2'), ('usa', 'countryid(usa)')"
41,41,wie lang ist der river_name fluss,answer(len(riverid(river_name))),1,"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('river_name', 'riverid(river_name)'), ('fluss', 'ε')"
42,42,wie lange is der river_name,answer(len(riverid(river_name))),1,"('wie', 'answer'), ('lange', 'len'), ('is', 'ε'), ('der', 'ε'), ('river_name', 'riverid(river_name)')"
43,43,wie lange in meilen ist der river_name fluss,answer(len(riverid(river_name))),1,"('wie', 'answer'), ('lange', 'len'), ('in', 'ε'), ('meilen', 'ε'), ('ist', 'ε'), ('der', 'ε'), ('river_name', 'riverid(river_name)'), ('fluss', 'ε')"
44,44,wie lang ist der fluss river_name,answer(len(riverid(river_name))),1,"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('fluss', 'ε'), ('river_name', 'riverid(river_name)')"
45,45,wie lange ist der river_name fluss,answer(len(riverid(river_name))),1,"('wie', 'answer'), ('lange', 'len'), ('ist', 'ε'), ('der', 'ε'), ('city_name', 'riverid(river_name)'), ('state_name', 'ε'), ('fluss', 'ε')"
46,46,wie lang ist der fluss river_name,answer(len(riverid(river_name))),1,"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('fluss', 'ε'), ('river_name', 'riverid(river_name)')"
47,47,wie lang ist der river_name fluss,answer(len(riverid(river_name))),1,"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('city_name', 'riverid(river_name)'), ('state_name', 'ε'), ('fluss', 'ε')"
48,48,wie lang ist der kuerzeste fluss in den usa,answer(len(shortest(river(loc_2(countryid(usa)))))),1,"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('kuerzeste', 'shortest'), ('fluss', 'river'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
49,49,wie viele grosse staedte gibt es in state_name,answer(count(major(city(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('viele', 'count'), ('grosse', 'major'), ('staedte', 'city'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
50,50,wie viele grosse staedte gibt es in state_name,answer(count(capital(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('viele', 'count'), ('grosse', 'capital'), ('staedte', 'ε'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
51,51,wie viele staedte sind in state_name,answer(count(city(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('viele', 'count'), ('staedte', 'city'), ('sind', 'ε'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
52,52,wie viele staede sind in state_name,answer(count(city(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('viele', 'count'), ('staede', 'city'), ('sind', 'ε'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
53,53,wie viele staedte gibt es in den usa,answer(count(city(loc_2(countryid(usa))))),1,"('wie', 'answer'), ('viele', 'count'), ('staedte', 'city'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
54,54,wie viele staedte hat die usa,answer(count(city(loc_2(countryid(usa))))),1,"('wie', 'answer'), ('viele', 'count'), ('staedte', 'city'), ('hat', 'loc_2'), ('die', 'ε'), ('usa', 'countryid(usa)')"
55,55,wie viele staedte gibt es in den usa,answer(count(city(loc_2(countryid(usa))))),1,"('wie', 'answer'), ('viele', 'count'), ('staedte', 'city'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
56,56,wie viele staedte gibt es in den usa,answer(count(city(loc_2(countryid(usa))))),1,"('wie', 'answer'), ('viele', 'count'), ('staedte', 'city'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
57,57,wie viele staedte hat state_name,answer(count(city(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('viele', 'count'), ('staedte', 'city'), ('hat', 'loc_2'), ('state_name', 'stateid(state_name)')"
58,58,wie viele staedte gibt es in den usa,answer(count(city(loc_2(countryid(usa))))),1,"('wie', 'answer'), ('viele', 'count'), ('staedte', 'city'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')"
59,59,wie viele staedte mit dem namen city_name gibt es in den usa,"answer(count(intersection(city(cityid(city_name, _)), loc_2(countryid(usa)))))",1,"('wie', 'answer'), ('viele', 'count'), ('ε', 'intersection'), ('staedte', 'city'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('city_name', 'cityid(city_name, _)loc_2'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'ε'), ('den', 'ε'), ('usa', 'countryid(usa)')"
60,60,wie viele einwohner hat die groesste stadt in den usa,answer(population_1(largest(city(all)))),1,"('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city(all)'), ('in', 'ε'), ('den', 'ε'), ('usa', 'ε')"
61,61,wie viele bewohner hat state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('bewohner', 'population_1'), ('hat', 'ε'), ('state_name', 'stateid(state_name)')"
62,62,anzahl leute in city_name,"answer(population_1(cityid(city_name, _)))",1,"('anzahl', 'answer'), ('leute', 'population_1'), ('in', 'ε'), ('city_name', 'cityid(city_name, _)')"
63,63,wie viele staatsbuerger wohnen in state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('staatsbuerger', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('state_name', 'stateid(state_name)')"
64,64,wie viele fluesse mit dem namen river_name gibt es,answer(count(river(riverid(river_name)))),1,"('wie', 'answer'), ('viele', 'count'), ('fluesse', 'river'), ('mit', 'ε'), ('dem', 'ε'), ('namen', 'ε'), ('river_name', 'riverid(river_name)'), ('gibt', 'ε'), ('es', 'ε')"
65,65,wie viele einwohner hat city_name,"answer(population_1(cityid(city_name, _)))",1,"('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('hat', 'ε'), ('city_name', 'cityid(city_name, _)')"
66,66,wie viele grosse staedte gibt es in state_name,answer(count(major(city(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('viele', 'count'), ('grosse', 'major'), ('staedte', 'city'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
67,67,wie viele wichtige staedte gibt es in state_name,answer(count(major(city(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('viele', 'count'), ('wichtige', 'major'), ('staedte', 'city'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
68,68,wie viele wichtige staedte gibt es in den staaten welche an state_name grenzen,answer(count(major(city(loc_2(state(next_to_2(stateid(state_name)))))))),1,"('wie', 'answer'), ('viele', 'count'), ('wichtige', 'major'), ('staedte', 'city'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('den', 'ε'), ('staaten', 'state'), ('welche', 'ε'), ('an', 'next_to_2'), ('state_name', 'stateid(state_name)'), ('grenzen', 'ε')"
69,69,wie viele groessere staedte sind in staaten die an state_name angrenzen,answer(count(major(city(loc_2(state(next_to_2(stateid(state_name)))))))),1,"('wie', 'answer'), ('viele', 'count'), ('groessere', 'major'), ('staedte', 'city'), ('sind', 'ε'), ('in', 'loc_2'), ('staaten', 'state'), ('die', 'ε'), ('an', 'next_to_2'), ('state_name', 'stateid(state_name)'), ('angrenzen', 'ε')"
70,70,wie viele wichtige staedte gibt es in state_name,answer(count(major(city(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('viele', 'count'), ('wichtige', 'major'), ('staedte', 'city'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
71,71,wie viele groessere staedte gibt es,answer(count(major(city(all)))),1,"('wie', 'answer'), ('viele', 'count'), ('groessere', 'major'), ('staedte', 'city(all)'), ('gibt', 'ε'), ('es', 'ε')"
72,72,wie viele wichtige staedte gibt es in state_name,answer(count(major(city(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('viele', 'count'), ('wichtige', 'major'), ('staedte', 'city'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
73,73,wie viele groessere fluesse durchqueren state_name,answer(count(major(river(traverse_2(stateid(state_name)))))),1,"('wie', 'answer'), ('viele', 'count'), ('groessere', 'major'), ('fluesse', 'river'), ('durchqueren', 'traverse_2'), ('state_name', 'stateid(state_name)')"
74,74,wie viele einwohner hat state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('hat', 'ε'), ('state_name', 'stateid(state_name)')"
75,75,wie viele leute gibt es in state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'ε'), ('state_name', 'stateid(state_name)')"
76,76,wie viele leute gibt es in state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
77,77,anzahl staatsbuerger in city_name,"answer(population_1(cityid(city_name, _)))",1,"('anzahl', 'answer'), ('staatsbuerger', 'population_1'), ('in', 'ε'), ('city_name', 'cityid(city_name, _)')"
78,78,wie viele menschen leben in city_name,"answer(population_1(cityid(city_name, _)))",1,"('wie', 'answer'), ('viele', 'ε'), ('menschen', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('city_name', 'cityid(city_name, _)')"
79,79,wie viele leute leben in city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('city_name', 'cityid(city_name,'), ('state_name', 'tx)')"
80,80,wie viele einwohner hat state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('hat', 'ε'), ('state_name', 'stateid(state_name)')"
81,81,wie viele leute wohnen in city_name,"answer(population_1(cityid(city_name, _)))",1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('city_name', 'cityid(city_name, _)')"
82,82,wie viele menschen leben in city_name,"answer(population_1(cityid(city_name, _)))",1,"('wie', 'answer'), ('viele', 'ε'), ('menschen', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('city_name', 'cityid(city_name, _)')"
83,83,wie hoch ist die bevoelkerung von state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('hoch', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('state_name', 'stateid(state_name)')"
84,84,wie viele menschen leben in city_name,"answer(population_1(cityid(city_name, _)))",1,"('wie', 'answer'), ('viele', 'ε'), ('menschen', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('city_name', 'cityid(city_name, _)')"
85,85,wie viele menschen leben in city_name,"answer(population_1(cityid(city_name, _)))",1,"('wie', 'answer'), ('viele', 'ε'), ('menschen', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('city_name', 'cityid(city_name, _)')"
86,86,wie viele leute wohnen in state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('state_name', 'stateid(state_name)')"
87,87,wie viele leute leben in city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('city_name', 'cityid(city_name,'), ('state_name', 'mn)')"
88,88,wie viele leute leben in state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('state_name', 'stateid(state_name)')"
89,89,wie viele leute wohnen in state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('state_name', 'stateid(state_name)')"
90,90,wie viele leute wohnen in state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
91,91,welches ist die einwohnerzahl von state_name,answer(population_1(stateid(state_name))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('einwohnerzahl', 'population_1'), ('von', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
92,92,wie viele einwohner hat state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('hat', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
93,93,wie viele leute leben in state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
94,94,wie viele leute wohnen in city_name,"answer(population_1(cityid(city_name, _)))",1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('city_name', 'cityid(city_name, _)')"
95,95,wie viele leute wohnen in city_name,"answer(population_1(cityid(city_name, _)))",1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('city_name', 'cityid(city_name, _)'), ('state_name', 'ε')"
96,96,wie viele leute wohnen in state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('state_name', 'stateid(state_name)')"
97,97,wie viele leute wohnen in city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('city_name', 'cityid(city_name,'), ('state_name', 'wa)')"
98,98,wie gross ist die bevoelkerung von state_name,answer(population_1(stateid(state_name))),1,"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('state_name', 'stateid(state_name)')"
99,99,wie viele menschen leben in der groessten stadt von state_name state,answer(population_1(largest(city(loc_2(stateid(state_name)))))),1,"('wie', 'answer'), ('viele', 'ε'), ('menschen', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('der', 'ε'), ('groessten', 'largest'), ('stadt', 'city'), ('von', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε'), ('state', 'ε')"
100,100,wie viele leute wohnen in der hauptstadt state_name,answer(population_1(capital(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('der', 'ε'), ('hauptstadt', 'capital'), ('ε', 'loc_2'), ('state_name', 'stateid(state_name)')"
101,101,wie viele leute leben in der hauptstadt von state_name,answer(population_1(capital(loc_2(stateid(state_name))))),1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('der', 'ε'), ('hauptstadt', 'capital'), ('von', 'loc_2'), ('state_name', 'stateid(state_name)')"
102,102,wie viele leute leben in dem kleinsten staat welcher an state_name grenzt,answer(population_1(smallest(state(next_to_2(stateid(state_name)))))),1,"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('dem', 'ε'), ('kleinsten', 'smallest'), ('staat', 'state'), ('welcher', 'ε'), ('an', 'next_to_2'), ('state_name', 'stateid(state_name)'), ('grenzt', 'ε')"
103,103,wie lautet die bevoelkerung des staat mit der hoechsten bevoelkerungsdichte,answer(population_1(largest_one(density_1(state(all))))),0,"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('mit', 'ε'), ('der', 'ε'), ('hoechsten', 'largest_one'), ('bevoelkerungsdichte', 'density_1')"
104,104,wie viele menschen leben in den usa,answer(population_1(countryid(usa))),1,"('wie', 'answer'), ('viele', 'ε'), ('menschen', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('den', 'ε'), ('usa', 'countryid(usa)')"
105,105,welches ist die einwohnerzahl von state_name,answer(population_1(stateid(state_name))),1,"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('einwohnerzahl', 'population_1'), ('von', 'ε'), ('state_name', 'stateid(state_name)')"
